f1,f2
0.100957433795246,0.0443108213494383
0.726121854401858,0.0411004919772906
0.100957433795246,0.0443108213494383
0.115091827862151,0.0441618411780849
0.165332906560858,0.0441027350764137
0.707171397179058,0.0411220330374264
0.253583943363636,0.043507920648252
0.26954800946914,0.0434891181662601
0.234044109785077,0.0436469128975284
0.623867566960209,0.0414344240128684
0.508091966443253,0.0418577776130367
0.691614464331367,0.0411350775124721
0.565976676025961,0.0416271318936644
0.342474889923693,0.042986374605745
0.35112470484619,0.0429512053717968
0.272221690285106,0.043410508460693
0.184527335664989,0.0439148901507292
0.678056813871026,0.0411550934650713
0.551123216999302,0.0416567778559703
0.478052935627665,0.0421687261451474
0.632638730725706,0.0413659894618025
0.525906366035618,0.04174182624101
0.468348211937349,0.0422086631467941
0.247301849722447,0.0435788735342487
0.511740431640521,0.0417972256153851
0.173654300209836,0.0440713153708331
0.29022583795433,0.0433086307239343
0.442192572431636,0.0423252571530019
0.293799824009209,0.0432566368185035
0.113429327736887,0.0442369861477033
0.209871872545173,0.0438126111738246
0.215998440652386,0.0437602110335592
0.60983108998647,0.0414344585033856
0.193104565112067,0.0438927606988248
0.52375607945902,0.041795857114772
0.103448580800121,0.0442380306897785
0.335037283024279,0.043033864228736
0.326450193485896,0.0431094906041443
0.278036307652575,0.0433702933816989
0.650527356662019,0.0412170244881752
0.28408361158444,0.0433454805812782
0.496395398021718,0.0419035906896561
0.39009430695351,0.0426518175940315
0.671391812210509,0.0411925767836042
0.232217613627225,0.0436894104844779
0.586852369212066,0.0415191319311718
0.464345339440545,0.0422445071406064
0.333569491709219,0.0430680695802625
0.356782805889158,0.0428972214074453
0.365761696027822,0.0428432377396254
0.644553278598227,0.0412701874728122
0.412223416384251,0.0425118289439335
0.198423508867204,0.0438569201923735
0.379232164973404,0.0427243883262172
0.586507745104626,0.0415717488829748
0.367520685101605,0.0427962667767048
0.486052853263358,0.0420696016981657
0.174630601251812,0.0440085251666277
0.54648433483659,0.0416833896120429
0.31512183023504,0.0431792375144664
0.535274009114249,0.0417072312968852
0.426381019368313,0.0424158408448033
0.435814381650732,0.0423629331533248
0.248633084723962,0.0435764011173676
0.203329664448425,0.0438281778687735
0.421740742169304,0.0425040574613646
0.433879228928857,0.0423875547484411
0.175551404292378,0.0439642882481935
0.358700899985926,0.0428704375702717
0.453085349953445,0.0422505198721789
0.397315564956653,0.0426207813185264
0.575581906472688,0.0416078692226835
0.31092784168864,0.0432136615547959
0.487206167208953,0.042020337962383
0.642714389427299,0.0412956380698948
0.448340707018274,0.0422888059255693
0.576871943141861,0.0415838574170194
0.599558835503164,0.0415176442028636
0.302319729121408,0.0432337831048519
0.662695643482096,0.0411988161440224
0.223542664731181,0.0437152232504025
0.63498041384075,0.0413157350649309
0.101249882760658,0.0443022012937657
0.479751730488898,0.0421168163289514
0.539459344155942,0.0417054318515182
0.657508202106372,0.0412109178994377
0.479771374683067,0.0420956376487984
0.321478662902097,0.043161289512049
0.321911570653524,0.0431352031504813
0.492674423289316,0.0419695069660381
0.37536938320686,0.0427787908974261
0.376267757819641,0.0427666398255042
0.495868233271896,0.0419464096282183
0.608628234657631,0.0414861683516518
0.601440116795988,0.0415025685760489
0.383904375968,0.0426894531348509
0.22291261472765,0.0437480438657172
0.305830757857594,0.0432283949235704
0.410914110673993,0.0425667238620603
0.452961372301882,0.0422860262978252
