f1,f2
0.711583192801069,0.0410166648587352
0.121398949954341,0.0441531466424194
0.174867753983781,0.0439999690632422
0.226898483219005,0.0434561167537533
0.23904389389293,0.043412278641285
0.150011759436027,0.0441464203378484
0.214727995603986,0.0436596869822372
0.501341937267798,0.0420388131439316
0.59875964217423,0.0414886515368469
0.397938336162937,0.0425091716331981
0.581331724236064,0.0416111715130471
0.538669120582358,0.0417546154245571
0.126320744313567,0.0441480960779333
0.198302947789466,0.0438456954814302
0.678865652714466,0.0410979309348911
0.585481726064702,0.0415434741467038
0.282223339227836,0.0431625324038069
0.552210548349379,0.0417154652921068
0.325251558157791,0.0429829555606693
0.187376785627261,0.0438724422343133
0.411349037468778,0.0424504432672384
0.668753108147626,0.0411267867094658
0.156697399824818,0.0441333870953798
0.215336831888967,0.0435465051507393
0.297174331405582,0.043136612348438
0.509847797860107,0.0419857595185548
0.687356359025554,0.0410744006296067
0.665403246363038,0.0411715157259425
0.637928963078419,0.0413519381454622
0.436008495510529,0.0423734121682562
0.17469576559489,0.0441283905392848
0.179761480142762,0.0439572129464782
0.659080389068366,0.0412125596483083
0.642054431357335,0.0413097299763567
0.561542379394656,0.0416793371237956
0.651930535642146,0.041293893345435
0.243519752827796,0.0433667156567794
0.623876223556055,0.0414152835546696
0.184095334234314,0.0439158458429834
0.612330663681235,0.0414479241262762
0.34692385045145,0.04286386917908
0.252114411679012,0.0433555561056991
0.259280050391594,0.0433292089079562
0.654198683096472,0.0412447394563707
0.380821487604133,0.0426197081169251
0.310229330817365,0.0430811661333944
0.219433268193827,0.0434950695732077
0.335500649825528,0.042937998651865
0.362817920045052,0.0427220427895607
0.211463091815367,0.0437007662908306
0.448365609594784,0.0423319334131038
0.520966683419173,0.0418822776872247
0.261639472400582,0.0432867028227655
0.484668664208134,0.042132340661277
0.707877603275829,0.0410367234608694
0.352089776588756,0.0428353451518232
0.511602679038922,0.0419504308320723
0.268684641206365,0.043229084877757
0.174063215629433,0.0441291134508726
0.36823779151971,0.0426902234017856
0.342070185524183,0.0429038944596457
0.354909992494546,0.0428030126250593
0.376421178239837,0.042643510211125
0.571140146696114,0.0416487439163013
0.466897932376427,0.0422610501996757
0.271913810186196,0.0431895893821539
0.263784451051002,0.0432474751340481
0.63120295056837,0.0413882689887884
0.497566454848905,0.0420952789162882
0.614087967703956,0.0414453336355227
0.526000406073547,0.0418384718813587
0.573114867827644,0.041643612134728
0.371823798496203,0.042669459217865
0.318545270120116,0.0430618392897672
0.38568527055687,0.0425748445780233
0.303991075302627,0.04310091298878
0.472141040690795,0.0422160284838936
0.207844028315212,0.0437551880521626
0.555660976981079,0.0416982479850863
0.457406939745934,0.0423150805071666
0.478671069232952,0.0421620867641147
0.695239049119819,0.0410463885429619
0.276984410045192,0.0431771979215714
0.514863623246223,0.0419099158292307
0.5327069297263,0.0417963838465696
0.203316235626834,0.0438054462872571
0.527479562162327,0.0418248826689212
0.69726294456159,0.0410447783014037
0.426645324915755,0.0424030666124589
0.204817421355809,0.0438016065097466
0.208828169793478,0.0437370513350545
0.536050446159956,0.0417904675012713
0.395406618784183,0.0425572923408899
0.358026417670843,0.0427676686316997
0.301308913026769,0.043120770420363
0.46031789571324,0.0423083647263966
0.360563466711976,0.042760091780873
0.322953624586094,0.0430170131795849
0.387752877544926,0.0425669663976174
0.592809863920874,0.041521291145924
